"","cell_type","title","donor id","status"
"SRR5353715","HSC","singles-BM0828-HSC-fresh-151027-51","control",NA
"SRR5353716","HSC","singles-BM0828-HSC-fresh-151027-52","control",NA
"SRR5353717","HSC","singles-BM0828-HSC-fresh-151027-53","control",NA
"SRR5353718","HSC","singles-BM0828-HSC-fresh-151027-54","control",NA
"SRR5353719","HSC","singles-BM0828-HSC-fresh-151027-55","control",NA
"SRR5353720","HSC","singles-BM0828-HSC-fresh-151027-56","control",NA
"SRR5353721","HSC","singles-BM0828-HSC-fresh-151027-57","control",NA
"SRR5353722","HSC","singles-BM0828-HSC-fresh-151027-58","control",NA
"SRR5353723","HSC","singles-BM0828-HSC-fresh-151027-59","control",NA
"SRR5353724","HSC","singles-BM0828-HSC-fresh-151027-60","control",NA
"SRR5353725","HSC","singles-BM0828-HSC-fresh-151027-61","control",NA
"SRR5353726","HSC","singles-BM0828-HSC-fresh-151027-62","control",NA
"SRR5353727","HSC","singles-BM0828-HSC-fresh-151027-63","control",NA
"SRR5353728","HSC","singles-BM0828-HSC-fresh-151027-64","control",NA
"SRR5353729","HSC","singles-BM0828-HSC-fresh-151027-65","control",NA
"SRR5353730","HSC","singles-BM0828-HSC-fresh-151027-66","control",NA
"SRR5353731","HSC","singles-BM0828-HSC-fresh-151027-67","control",NA
"SRR5353732","HSC","singles-BM0828-HSC-fresh-151027-68","control",NA
"SRR5353733","HSC","singles-BM0828-HSC-fresh-151027-69","control",NA
"SRR5353734","HSC","singles-BM0828-HSC-fresh-151027-70","control",NA
"SRR5353735","HSC","singles-BM0828-HSC-fresh-151027-71","control",NA
"SRR5353736","HSC","singles-BM0828-HSC-fresh-151027-72","control",NA
"SRR5353737","HSC","singles-BM0828-HSC-fresh-151027-73","control",NA
"SRR5353738","HSC","singles-BM0828-HSC-fresh-151027-74","control",NA
"SRR5353739","HSC","singles-BM0828-HSC-fresh-151027-75","control",NA
"SRR5353740","HSC","singles-BM0828-HSC-fresh-151027-76","control",NA
"SRR5353741","HSC","singles-BM0828-HSC-fresh-151027-77","control",NA
"SRR5353742","HSC","singles-BM0828-HSC-fresh-151027-78","control",NA
"SRR5353743","HSC","singles-BM0828-HSC-fresh-151027-79","control",NA
"SRR5353744","HSC","singles-BM0828-HSC-fresh-151027-80","control",NA
"SRR5353745","HSC","singles-BM0828-HSC-fresh-151027-81","control",NA
"SRR5353746","HSC","singles-BM0828-HSC-fresh-151027-82","control",NA
"SRR5353747","HSC","singles-BM0828-HSC-fresh-151027-83","control",NA
"SRR5353748","HSC","singles-BM0828-HSC-fresh-151027-84","control",NA
"SRR5353749","HSC","singles-BM0828-HSC-fresh-151027-85","control",NA
"SRR5353750","HSC","singles-BM0828-HSC-fresh-151027-86","control",NA
"SRR5353751","HSC","singles-BM0828-HSC-fresh-151027-87","control",NA
"SRR5353752","HSC","singles-BM0828-HSC-fresh-151027-88","control",NA
"SRR5353753","HSC","singles-BM0828-HSC-fresh-151027-89","control",NA
"SRR5353754","HSC","singles-BM0828-HSC-fresh-151027-90","control",NA
"SRR5353755","HSC","singles-BM0828-HSC-fresh-151027-91","control",NA
"SRR5353756","HSC","singles-BM0828-HSC-fresh-151027-92","control",NA
"SRR5353757","HSC","singles-BM0828-HSC-fresh-151027-93","control",NA
"SRR5353758","HSC","singles-BM0828-HSC-fresh-151027-94","control",NA
"SRR5353759","HSC","singles-BM0828-HSC-fresh-151027-95","control",NA
"SRR5353760","HSC","singles-BM0828-HSC-fresh-151027-96","control",NA
"SRR5353761","HSC","singles-BM0828-HSC-frozen-151027-1","control",NA
"SRR5353762","HSC","singles-BM0828-HSC-frozen-151027-2","control",NA
"SRR5353763","HSC","singles-BM0828-HSC-frozen-151027-3","control",NA
"SRR5353764","HSC","singles-BM0828-HSC-frozen-151027-4","control",NA
"SRR5353765","HSC","singles-BM0828-HSC-frozen-151027-5","control",NA
"SRR5353766","HSC","singles-BM0828-HSC-frozen-151027-6","control",NA
"SRR5353767","HSC","singles-BM0828-HSC-frozen-151027-7","control",NA
"SRR5353768","HSC","singles-BM0828-HSC-frozen-151027-8","control",NA
"SRR5353769","HSC","singles-BM0828-HSC-frozen-151027-9","control",NA
"SRR5353770","HSC","singles-BM0828-HSC-frozen-151027-10","control",NA
"SRR5353771","HSC","singles-BM0828-HSC-frozen-151027-11","control",NA
"SRR5353772","HSC","singles-BM0828-HSC-frozen-151027-12","control",NA
"SRR5353773","HSC","singles-BM0828-HSC-frozen-151027-13","control",NA
"SRR5353774","HSC","singles-BM0828-HSC-frozen-151027-14","control",NA
"SRR5353775","HSC","singles-BM0828-HSC-frozen-151027-15","control",NA
"SRR5353776","HSC","singles-BM0828-HSC-frozen-151027-16","control",NA
"SRR5353777","HSC","singles-BM0828-HSC-frozen-151027-17","control",NA
"SRR5353778","HSC","singles-BM0828-HSC-frozen-151027-18","control",NA
"SRR5353779","HSC","singles-BM0828-HSC-frozen-151027-19","control",NA
"SRR5353780","HSC","singles-BM0828-HSC-frozen-151027-20","control",NA
"SRR5353781","HSC","singles-BM0828-HSC-frozen-151027-21","control",NA
"SRR5353782","HSC","singles-BM0828-HSC-frozen-151027-22","control",NA
"SRR5353783","HSC","singles-BM0828-HSC-frozen-151027-23","control",NA
"SRR5353784","HSC","singles-BM0828-HSC-frozen-151027-24","control",NA
"SRR5353785","HSC","singles-BM0828-HSC-frozen-151027-25","control",NA
"SRR5353786","HSC","singles-BM0828-HSC-frozen-151027-26","control",NA
"SRR5353787","HSC","singles-BM0828-HSC-frozen-151027-27","control",NA
"SRR5353788","HSC","singles-BM0828-HSC-frozen-151027-28","control",NA
"SRR5353789","HSC","singles-BM0828-HSC-frozen-151027-29","control",NA
"SRR5353790","HSC","singles-BM0828-HSC-frozen-151027-30","control",NA
"SRR5353791","HSC","singles-BM0828-HSC-frozen-151027-31","control",NA
"SRR5353792","HSC","singles-BM0828-HSC-frozen-151027-32","control",NA
"SRR5353793","HSC","singles-BM0828-HSC-frozen-151027-33","control",NA
"SRR5353794","HSC","singles-BM0828-HSC-frozen-151027-34","control",NA
"SRR5353795","HSC","singles-BM0828-HSC-frozen-151027-35","control",NA
"SRR5353796","HSC","singles-BM0828-HSC-frozen-151027-36","control",NA
"SRR5353797","HSC","singles-BM0828-HSC-frozen-151027-37","control",NA
"SRR5353798","HSC","singles-BM0828-HSC-frozen-151027-38","control",NA
"SRR5353799","HSC","singles-BM0828-HSC-frozen-151027-39","control",NA
"SRR5353800","HSC","singles-BM0828-HSC-frozen-151027-40","control",NA
"SRR5353801","HSC","singles-BM0828-HSC-frozen-151027-41","control",NA
"SRR5353802","HSC","singles-BM0828-HSC-frozen-151027-42","control",NA
"SRR5353803","HSC","singles-BM0828-HSC-frozen-151027-43","control",NA
"SRR5353804","HSC","singles-BM0828-HSC-frozen-151027-44","control",NA
"SRR5353805","HSC","singles-BM0828-HSC-frozen-151027-45","control",NA
"SRR5353806","HSC","singles-BM0828-HSC-frozen-151027-46","control",NA
"SRR5353807","HSC","singles-BM0828-HSC-frozen-151027-47","control",NA
"SRR5353808","HSC","singles-BM0828-HSC-frozen-151027-48","control",NA
"SRR5353809","HSC","singles-BM0828-HSC-frozen-151027-49","control",NA
"SRR5353810","HSC","singles-BM0828-HSC-frozen-151027-50","control",NA
"SRR5353811","HSC","singles-BM0828-HSC-frozen-151027-51","control",NA
"SRR5353812","HSC","singles-BM0828-HSC-frozen-151027-52","control",NA
"SRR5353813","HSC","singles-BM0828-HSC-frozen-151027-53","control",NA
"SRR5353814","HSC","singles-BM0828-HSC-frozen-151027-54","control",NA
"SRR5353815","HSC","singles-BM0828-HSC-frozen-151027-55","control",NA
"SRR5353816","HSC","singles-BM0828-HSC-frozen-151027-56","control",NA
"SRR5353817","HSC","singles-BM0828-HSC-frozen-151027-57","control",NA
"SRR5353818","HSC","singles-BM0828-HSC-frozen-151027-58","control",NA
"SRR5353819","HSC","singles-BM0828-HSC-frozen-151027-59","control",NA
"SRR5353820","HSC","singles-BM0828-HSC-frozen-151027-60","control",NA
"SRR5353821","HSC","singles-BM0828-HSC-frozen-151027-61","control",NA
"SRR5353822","HSC","singles-BM0828-HSC-frozen-151027-62","control",NA
"SRR5353823","HSC","singles-BM0828-HSC-frozen-151027-63","control",NA
"SRR5353824","HSC","singles-BM0828-HSC-frozen-151027-64","control",NA
"SRR5353825","HSC","singles-BM0828-HSC-frozen-151027-65","control",NA
"SRR5353826","HSC","singles-BM0828-HSC-frozen-151027-66","control",NA
"SRR5353827","HSC","singles-BM0828-HSC-frozen-151027-67","control",NA
"SRR5353828","HSC","singles-BM0828-HSC-frozen-151027-68","control",NA
"SRR5353829","HSC","singles-BM0828-HSC-frozen-151027-69","control",NA
"SRR5353830","HSC","singles-BM0828-HSC-frozen-151027-70","control",NA
"SRR5353831","HSC","singles-BM0828-HSC-frozen-151027-71","control",NA
"SRR5353832","HSC","singles-BM0828-HSC-frozen-151027-72","control",NA
"SRR5353833","HSC","singles-BM0828-HSC-frozen-151027-73","control",NA
"SRR5353834","HSC","singles-BM0828-HSC-frozen-151027-74","control",NA
"SRR5353835","HSC","singles-BM0828-HSC-frozen-151027-75","control",NA
"SRR5353836","HSC","singles-BM0828-HSC-frozen-151027-76","control",NA
"SRR5353837","HSC","singles-BM0828-HSC-frozen-151027-77","control",NA
"SRR5353838","HSC","singles-BM0828-HSC-frozen-151027-78","control",NA
"SRR5353839","HSC","singles-BM0828-HSC-frozen-151027-79","control",NA
"SRR5353840","HSC","singles-BM0828-HSC-frozen-151027-80","control",NA
"SRR5353841","HSC","singles-BM0828-HSC-frozen-151027-81","control",NA
"SRR5353842","HSC","singles-BM0828-HSC-frozen-151027-82","control",NA
"SRR5353843","HSC","singles-BM0828-HSC-frozen-151027-83","control",NA
"SRR5353844","HSC","singles-BM0828-HSC-frozen-151027-84","control",NA
"SRR5353845","HSC","singles-BM0828-HSC-frozen-151027-85","control",NA
"SRR5353846","HSC","singles-BM0828-HSC-frozen-151027-86","control",NA
"SRR5353847","HSC","singles-BM0828-HSC-frozen-151027-87","control",NA
"SRR5353848","HSC","singles-BM0828-HSC-frozen-151027-88","control",NA
"SRR5353849","HSC","singles-BM0828-HSC-frozen-151027-89","control",NA
"SRR5353850","HSC","singles-BM0828-HSC-frozen-151027-90","control",NA
"SRR5353851","HSC","singles-BM0828-HSC-frozen-151027-91","control",NA
"SRR5353852","HSC","singles-BM0828-HSC-frozen-151027-92","control",NA
"SRR5353853","HSC","singles-BM0828-HSC-frozen-151027-93","control",NA
"SRR5353854","HSC","singles-BM0828-HSC-frozen-151027-94","control",NA
"SRR5353855","HSC","singles-BM0828-HSC-frozen-151027-95","control",NA
"SRR5353856","HSC","singles-BM0828-HSC-frozen-151027-96","control",NA
"SRR5353857","MPP","BM1077-MPP-Frozen-160105-1","control",NA
"SRR5353858","MPP","BM1077-MPP-Frozen-160105-2","control",NA
"SRR5353859","MPP","BM1077-MPP-Frozen-160105-3","control",NA
"SRR5353860","MPP","BM1077-MPP-Frozen-160105-4","control",NA
"SRR5353861","MPP","BM1077-MPP-Frozen-160105-5","control",NA
"SRR5353862","MPP","BM1077-MPP-Frozen-160105-6","control",NA
"SRR5353863","MPP","BM1077-MPP-Frozen-160105-7","control",NA
"SRR5353864","MPP","BM1077-MPP-Frozen-160105-8","control",NA
"SRR5353865","MPP","BM1077-MPP-Frozen-160105-9","control",NA
"SRR5353866","MPP","BM1077-MPP-Frozen-160105-10","control",NA
"SRR5353867","MPP","BM1077-MPP-Frozen-160105-11","control",NA
"SRR5353868","MPP","BM1077-MPP-Frozen-160105-12","control",NA
"SRR5353869","MPP","BM1077-MPP-Frozen-160105-13","control",NA
"SRR5353870","MPP","BM1077-MPP-Frozen-160105-14","control",NA
"SRR5353871","MPP","BM1077-MPP-Frozen-160105-15","control",NA
"SRR5353872","MPP","BM1077-MPP-Frozen-160105-16","control",NA
"SRR5353873","MPP","BM1077-MPP-Frozen-160105-17","control",NA
"SRR5353874","MPP","BM1077-MPP-Frozen-160105-18","control",NA
"SRR5353875","MPP","BM1077-MPP-Frozen-160105-19","control",NA
"SRR5353876","MPP","BM1077-MPP-Frozen-160105-20","control",NA
"SRR5353877","MPP","BM1077-MPP-Frozen-160105-21","control",NA
"SRR5353878","MPP","BM1077-MPP-Frozen-160105-22","control",NA
"SRR5353879","MPP","BM1077-MPP-Frozen-160105-23","control",NA
"SRR5353880","MPP","BM1077-MPP-Frozen-160105-24","control",NA
"SRR5353881","MPP","BM1077-MPP-Frozen-160105-25","control",NA
"SRR5353882","MPP","BM1077-MPP-Frozen-160105-26","control",NA
"SRR5353883","MPP","BM1077-MPP-Frozen-160105-27","control",NA
"SRR5353884","MPP","BM1077-MPP-Frozen-160105-28","control",NA
"SRR5353885","MPP","BM1077-MPP-Frozen-160105-29","control",NA
"SRR5353886","MPP","BM1077-MPP-Frozen-160105-30","control",NA
"SRR5353887","MPP","BM1077-MPP-Frozen-160105-31","control",NA
"SRR5353888","MPP","BM1077-MPP-Frozen-160105-32","control",NA
"SRR5353889","MPP","BM1077-MPP-Frozen-160105-33","control",NA
"SRR5353890","MPP","BM1077-MPP-Frozen-160105-34","control",NA
"SRR5353891","MPP","BM1077-MPP-Frozen-160105-35","control",NA
"SRR5353892","MPP","BM1077-MPP-Frozen-160105-36","control",NA
"SRR5353893","MPP","BM1077-MPP-Frozen-160105-37","control",NA
"SRR5353894","MPP","BM1077-MPP-Frozen-160105-38","control",NA
"SRR5353895","MPP","BM1077-MPP-Frozen-160105-39","control",NA
"SRR5353896","MPP","BM1077-MPP-Frozen-160105-40","control",NA
"SRR5353897","MPP","BM1077-MPP-Frozen-160105-41","control",NA
"SRR5353898","MPP","BM1077-MPP-Frozen-160105-42","control",NA
"SRR5353899","MPP","BM1077-MPP-Frozen-160105-43","control",NA
"SRR5353900","MPP","BM1077-MPP-Frozen-160105-44","control",NA
"SRR5353901","MPP","BM1077-MPP-Frozen-160105-45","control",NA
"SRR5353902","MPP","BM1077-MPP-Frozen-160105-46","control",NA
"SRR5353903","MPP","BM1077-MPP-Frozen-160105-47","control",NA
"SRR5353904","MPP","BM1077-MPP-Frozen-160105-48","control",NA
"SRR5353905","MPP","BM1077-MPP-Frozen-160105-49","control",NA
"SRR5353906","MPP","BM1077-MPP-Frozen-160105-50","control",NA
"SRR5353907","MPP","BM1077-MPP-Frozen-160105-51","control",NA
"SRR5353908","MPP","BM1077-MPP-Frozen-160105-52","control",NA
"SRR5353909","MPP","BM1077-MPP-Frozen-160105-53","control",NA
"SRR5353910","MPP","BM1077-MPP-Frozen-160105-54","control",NA
"SRR5353911","MPP","BM1077-MPP-Frozen-160105-55","control",NA
"SRR5353912","MPP","BM1077-MPP-Frozen-160105-56","control",NA
"SRR5353913","MPP","BM1077-MPP-Frozen-160105-57","control",NA
"SRR5353914","MPP","BM1077-MPP-Frozen-160105-58","control",NA
"SRR5353915","MPP","BM1077-MPP-Frozen-160105-59","control",NA
"SRR5353916","MPP","BM1077-MPP-Frozen-160105-60","control",NA
"SRR5353917","MPP","BM1077-MPP-Frozen-160105-61","control",NA
"SRR5353918","MPP","BM1077-MPP-Frozen-160105-62","control",NA
"SRR5353919","MPP","BM1077-MPP-Frozen-160105-63","control",NA
"SRR5353920","MPP","BM1077-MPP-Frozen-160105-64","control",NA
"SRR5353921","MPP","BM1077-MPP-Frozen-160105-65","control",NA
"SRR5353922","MPP","BM1077-MPP-Frozen-160105-66","control",NA
"SRR5353923","MPP","BM1077-MPP-Frozen-160105-67","control",NA
"SRR5353924","MPP","BM1077-MPP-Frozen-160105-68","control",NA
"SRR5353925","MPP","BM1077-MPP-Frozen-160105-69","control",NA
"SRR5353926","MPP","BM1077-MPP-Frozen-160105-70","control",NA
"SRR5353927","MPP","BM1077-MPP-Frozen-160105-71","control",NA
"SRR5353928","MPP","BM1077-MPP-Frozen-160105-72","control",NA
"SRR5353929","MPP","BM1077-MPP-Frozen-160105-73","control",NA
"SRR5353930","MPP","BM1077-MPP-Frozen-160105-74","control",NA
"SRR5353931","MPP","BM1077-MPP-Frozen-160105-75","control",NA
"SRR5353932","MPP","BM1077-MPP-Frozen-160105-76","control",NA
"SRR5353933","MPP","BM1077-MPP-Frozen-160105-77","control",NA
"SRR5353934","MPP","BM1077-MPP-Frozen-160105-78","control",NA
"SRR5353935","MPP","BM1077-MPP-Frozen-160105-79","control",NA
"SRR5353936","MPP","BM1077-MPP-Frozen-160105-80","control",NA
"SRR5353937","MPP","BM1077-MPP-Frozen-160105-81","control",NA
"SRR5353938","MPP","BM1077-MPP-Frozen-160105-82","control",NA
"SRR5353939","MPP","BM1077-MPP-Frozen-160105-83","control",NA
"SRR5353940","MPP","BM1077-MPP-Frozen-160105-84","control",NA
"SRR5353941","MPP","BM1077-MPP-Frozen-160105-85","control",NA
"SRR5353942","MPP","BM1077-MPP-Frozen-160105-86","control",NA
"SRR5353943","MPP","BM1077-MPP-Frozen-160105-87","control",NA
"SRR5353944","MPP","BM1077-MPP-Frozen-160105-88","control",NA
"SRR5353945","MPP","BM1077-MPP-Frozen-160105-89","control",NA
"SRR5353946","MPP","BM1077-MPP-Frozen-160105-90","control",NA
"SRR5353947","MPP","BM1077-MPP-Frozen-160105-91","control",NA
"SRR5353948","MPP","BM1077-MPP-Frozen-160105-92","control",NA
"SRR5353949","MPP","BM1077-MPP-Frozen-160105-93","control",NA
"SRR5353950","MPP","BM1077-MPP-Frozen-160105-94","control",NA
"SRR5353951","MPP","BM1077-MPP-Frozen-160105-95","control",NA
"SRR5353952","MPP","BM1077-MPP-Frozen-160105-96","control",NA
"SRR5353953","MPP","singles-BM0828-MPP-frozen-151103-1","control",NA
"SRR5353954","MPP","singles-BM0828-MPP-frozen-151103-2","control",NA
"SRR5353955","MPP","singles-BM0828-MPP-frozen-151103-3","control",NA
"SRR5353956","MPP","singles-BM0828-MPP-frozen-151103-4","control",NA
"SRR5353957","MPP","singles-BM0828-MPP-frozen-151103-5","control",NA
"SRR5353958","MPP","singles-BM0828-MPP-frozen-151103-6","control",NA
"SRR5353959","MPP","singles-BM0828-MPP-frozen-151103-7","control",NA
"SRR5353960","MPP","singles-BM0828-MPP-frozen-151103-8","control",NA
"SRR5353961","MPP","singles-BM0828-MPP-frozen-151103-9","control",NA
"SRR5353962","MPP","singles-BM0828-MPP-frozen-151103-10","control",NA
"SRR5353963","MPP","singles-BM0828-MPP-frozen-151103-11","control",NA
"SRR5353964","MPP","singles-BM0828-MPP-frozen-151103-12","control",NA
"SRR5353965","MPP","singles-BM0828-MPP-frozen-151103-13","control",NA
"SRR5353966","MPP","singles-BM0828-MPP-frozen-151103-14","control",NA
"SRR5353967","MPP","singles-BM0828-MPP-frozen-151103-15","control",NA
"SRR5353968","MPP","singles-BM0828-MPP-frozen-151103-16","control",NA
"SRR5353969","MPP","singles-BM0828-MPP-frozen-151103-17","control",NA
"SRR5353970","MPP","singles-BM0828-MPP-frozen-151103-18","control",NA
"SRR5353971","MPP","singles-BM0828-MPP-frozen-151103-19","control",NA
"SRR5353972","MPP","singles-BM0828-MPP-frozen-151103-20","control",NA
"SRR5353973","MPP","singles-BM0828-MPP-frozen-151103-21","control",NA
"SRR5353974","MPP","singles-BM0828-MPP-frozen-151103-22","control",NA
"SRR5353975","MPP","singles-BM0828-MPP-frozen-151103-23","control",NA
"SRR5353976","MPP","singles-BM0828-MPP-frozen-151103-24","control",NA
"SRR5353977","MPP","singles-BM0828-MPP-frozen-151103-25","control",NA
"SRR5353978","MPP","singles-BM0828-MPP-frozen-151103-26","control",NA
"SRR5353979","MPP","singles-BM0828-MPP-frozen-151103-27","control",NA
"SRR5353980","MPP","singles-BM0828-MPP-frozen-151103-28","control",NA
"SRR5353981","MPP","singles-BM0828-MPP-frozen-151103-29","control",NA
"SRR5353982","MPP","singles-BM0828-MPP-frozen-151103-30","control",NA
"SRR5353983","MPP","singles-BM0828-MPP-frozen-151103-31","control",NA
"SRR5353984","MPP","singles-BM0828-MPP-frozen-151103-32","control",NA
"SRR5353985","MPP","singles-BM0828-MPP-frozen-151103-33","control",NA
"SRR5353986","MPP","singles-BM0828-MPP-frozen-151103-34","control",NA
"SRR5353987","MPP","singles-BM0828-MPP-frozen-151103-35","control",NA
"SRR5353988","MPP","singles-BM0828-MPP-frozen-151103-36","control",NA
"SRR5353989","MPP","singles-BM0828-MPP-frozen-151103-37","control",NA
"SRR5353990","MPP","singles-BM0828-MPP-frozen-151103-38","control",NA
"SRR5353991","MPP","singles-BM0828-MPP-frozen-151103-39","control",NA
"SRR5353992","MPP","singles-BM0828-MPP-frozen-151103-40","control",NA
"SRR5353993","MPP","singles-BM0828-MPP-frozen-151103-41","control",NA
"SRR5353994","MPP","singles-BM0828-MPP-frozen-151103-42","control",NA
"SRR5353995","MPP","singles-BM0828-MPP-frozen-151103-43","control",NA
"SRR5353996","MPP","singles-BM0828-MPP-frozen-151103-44","control",NA
"SRR5353997","MPP","singles-BM0828-MPP-frozen-151103-45","control",NA
"SRR5353998","MPP","singles-BM0828-MPP-frozen-151103-46","control",NA
"SRR5353999","MPP","singles-BM0828-MPP-frozen-151103-47","control",NA
"SRR5354000","MPP","singles-BM0828-MPP-frozen-151103-48","control",NA
"SRR5354001","MPP","singles-BM0828-MPP-frozen-151103-49","control",NA
"SRR5354002","MPP","singles-BM0828-MPP-frozen-151103-50","control",NA
"SRR5354003","MPP","singles-BM0828-MPP-frozen-151103-51","control",NA
"SRR5354004","MPP","singles-BM0828-MPP-frozen-151103-52","control",NA
"SRR5354005","MPP","singles-BM0828-MPP-frozen-151103-53","control",NA
"SRR5354006","MPP","singles-BM0828-MPP-frozen-151103-54","control",NA
"SRR5354007","MPP","singles-BM0828-MPP-frozen-151103-55","control",NA
"SRR5354008","MPP","singles-BM0828-MPP-frozen-151103-56","control",NA
"SRR5354009","MPP","singles-BM0828-MPP-frozen-151103-57","control",NA
"SRR5354010","MPP","singles-BM0828-MPP-frozen-151103-58","control",NA
"SRR5354011","MPP","singles-BM0828-MPP-frozen-151103-59","control",NA
"SRR5354012","MPP","singles-BM0828-MPP-frozen-151103-60","control",NA
"SRR5354013","MPP","singles-BM0828-MPP-frozen-151103-61","control",NA
"SRR5354014","MPP","singles-BM0828-MPP-frozen-151103-62","control",NA
"SRR5354015","MPP","singles-BM0828-MPP-frozen-151103-63","control",NA
"SRR5354016","MPP","singles-BM0828-MPP-frozen-151103-64","control",NA
"SRR5354017","MPP","singles-BM0828-MPP-frozen-151103-65","control",NA
"SRR5354018","MPP","singles-BM0828-MPP-frozen-151103-66","control",NA
"SRR5354019","MPP","singles-BM0828-MPP-frozen-151103-67","control",NA
"SRR5354020","MPP","singles-BM0828-MPP-frozen-151103-68","control",NA
"SRR5354021","MPP","singles-BM0828-MPP-frozen-151103-69","control",NA
"SRR5354022","MPP","singles-BM0828-MPP-frozen-151103-70","control",NA
"SRR5354023","MPP","singles-BM0828-MPP-frozen-151103-71","control",NA
"SRR5354024","MPP","singles-BM0828-MPP-frozen-151103-72","control",NA
"SRR5354025","MPP","singles-BM0828-MPP-frozen-151103-73","control",NA
"SRR5354026","MPP","singles-BM0828-MPP-frozen-151103-74","control",NA
"SRR5354027","MPP","singles-BM0828-MPP-frozen-151103-75","control",NA
"SRR5354028","MPP","singles-BM0828-MPP-frozen-151103-76","control",NA
"SRR5354029","MPP","singles-BM0828-MPP-frozen-151103-77","control",NA
"SRR5354030","MPP","singles-BM0828-MPP-frozen-151103-78","control",NA
"SRR5354031","MPP","singles-BM0828-MPP-frozen-151103-79","control",NA
"SRR5354032","MPP","singles-BM0828-MPP-frozen-151103-80","control",NA
"SRR5354033","MPP","singles-BM0828-MPP-frozen-151103-81","control",NA
"SRR5354034","MPP","singles-BM0828-MPP-frozen-151103-82","control",NA
"SRR5354035","MPP","singles-BM0828-MPP-frozen-151103-83","control",NA
"SRR5354036","MPP","singles-BM0828-MPP-frozen-151103-84","control",NA
"SRR5354037","MPP","singles-BM0828-MPP-frozen-151103-85","control",NA
"SRR5354038","MPP","singles-BM0828-MPP-frozen-151103-86","control",NA
"SRR5354039","MPP","singles-BM0828-MPP-frozen-151103-87","control",NA
"SRR5354040","MPP","singles-BM0828-MPP-frozen-151103-88","control",NA
"SRR5354041","MPP","singles-BM0828-MPP-frozen-151103-89","control",NA
"SRR5354042","MPP","singles-BM0828-MPP-frozen-151103-90","control",NA
"SRR5354043","MPP","singles-BM0828-MPP-frozen-151103-91","control",NA
"SRR5354044","MPP","singles-BM0828-MPP-frozen-151103-92","control",NA
"SRR5354045","MPP","singles-BM0828-MPP-frozen-151103-93","control",NA
"SRR5354046","MPP","singles-BM0828-MPP-frozen-151103-94","control",NA
"SRR5354047","MPP","singles-BM0828-MPP-frozen-151103-95","control",NA
"SRR5354048","MPP","singles-BM0828-MPP-frozen-151103-96","control",NA
"SRR5354049","LMPP","singles-BM0828-LMPP-frozen-151105-1","control",NA
"SRR5354050","LMPP","singles-BM0828-LMPP-frozen-151105-2","control",NA
"SRR5354051","LMPP","singles-BM0828-LMPP-frozen-151105-3","control",NA
"SRR5354052","LMPP","singles-BM0828-LMPP-frozen-151105-4","control",NA
"SRR5354053","LMPP","singles-BM0828-LMPP-frozen-151105-5","control",NA
"SRR5354054","LMPP","singles-BM0828-LMPP-frozen-151105-6","control",NA
"SRR5354055","LMPP","singles-BM0828-LMPP-frozen-151105-7","control",NA
"SRR5354056","LMPP","singles-BM0828-LMPP-frozen-151105-8","control",NA
"SRR5354057","LMPP","singles-BM0828-LMPP-frozen-151105-9","control",NA
"SRR5354058","LMPP","singles-BM0828-LMPP-frozen-151105-10","control",NA
"SRR5354059","LMPP","singles-BM0828-LMPP-frozen-151105-11","control",NA
"SRR5354060","LMPP","singles-BM0828-LMPP-frozen-151105-12","control",NA
"SRR5354061","LMPP","singles-BM0828-LMPP-frozen-151105-13","control",NA
"SRR5354062","LMPP","singles-BM0828-LMPP-frozen-151105-14","control",NA
"SRR5354063","LMPP","singles-BM0828-LMPP-frozen-151105-15","control",NA
"SRR5354064","LMPP","singles-BM0828-LMPP-frozen-151105-16","control",NA
"SRR5354065","LMPP","singles-BM0828-LMPP-frozen-151105-17","control",NA
"SRR5354066","LMPP","singles-BM0828-LMPP-frozen-151105-18","control",NA
"SRR5354067","LMPP","singles-BM0828-LMPP-frozen-151105-19","control",NA
"SRR5354068","LMPP","singles-BM0828-LMPP-frozen-151105-20","control",NA
"SRR5354069","LMPP","singles-BM0828-LMPP-frozen-151105-21","control",NA
"SRR5354070","LMPP","singles-BM0828-LMPP-frozen-151105-22","control",NA
"SRR5354071","LMPP","singles-BM0828-LMPP-frozen-151105-23","control",NA
"SRR5354072","LMPP","singles-BM0828-LMPP-frozen-151105-24","control",NA
"SRR5354073","LMPP","singles-BM0828-LMPP-frozen-151105-25","control",NA
"SRR5354074","LMPP","singles-BM0828-LMPP-frozen-151105-26","control",NA
"SRR5354075","LMPP","singles-BM0828-LMPP-frozen-151105-27","control",NA
"SRR5354076","LMPP","singles-BM0828-LMPP-frozen-151105-28","control",NA
"SRR5354077","LMPP","singles-BM0828-LMPP-frozen-151105-29","control",NA
"SRR5354078","LMPP","singles-BM0828-LMPP-frozen-151105-30","control",NA
"SRR5354079","LMPP","singles-BM0828-LMPP-frozen-151105-31","control",NA
"SRR5354080","LMPP","singles-BM0828-LMPP-frozen-151105-32","control",NA
"SRR5354081","LMPP","singles-BM0828-LMPP-frozen-151105-33","control",NA
"SRR5354082","LMPP","singles-BM0828-LMPP-frozen-151105-34","control",NA
"SRR5354083","LMPP","singles-BM0828-LMPP-frozen-151105-35","control",NA
"SRR5354084","LMPP","singles-BM0828-LMPP-frozen-151105-36","control",NA
"SRR5354085","LMPP","singles-BM0828-LMPP-frozen-151105-37","control",NA
